label,messages,length
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",161
ham,"Oh yes, why is it like torture watching england?",48
ham,Yes when is the appt again?,27
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,150
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",162
ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,74
ham,"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng",157
ham,K.k:)when are you going?,24
ham,Huh but i cant go 2 ur house empty handed right?,48
ham,Ok set let u noe e details later...,35
ham,Tired. I haven't slept well the past few nights.,48
ham,Tell dear what happen to you. Why you talking to me like an alian,65
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",116
ham,That's y u haf 2 keep me busy...,32
ham,Don know..he is watching film in computer..,43
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,86
ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,142
ham,Then wat r u doing now? Busy wif work?,38
ham,Juz go google n search 4 qet...,31
ham,Gettin rdy to ship comp,23
ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",234
ham,After completed degree. There is no use in joining finance.,59
ham,Gudnite....tc...practice going on,33
ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.,99
spam,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",147
ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",149
ham,Update your face book status frequently :),42
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,154
ham,Do you still have the grinder?,30
ham,Would really appreciate if you call me. Just need someone to talk to.,69
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,136
ham,"Yes, princess. Are you going to make me moan?",45
ham,Okey dokey swashbuckling stuff what oh.,39
ham,I wait 4 ü inside da car park...,32
ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",96
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,113
ham,Oh is it? Send me the address,29
ham,S but mostly not like that.,27
ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,94
ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,89
ham,Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.,99
ham,Hey u still at the gym?,23
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",153
spam,08714712388 between 10am-7pm Cost 10p,37
ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,74
ham,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,74
ham,Ü say until like dat i dun buy ericsson oso cannot oredi lar...,63
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",73
ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,91
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,149
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,71
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,135
ham,"Ah, well that confuses things, doesn‘t it?",42
ham,K tell me anything about you.,29
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",155
ham,So how's the weather over there?,32
ham,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,104
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",112
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,67
ham,I anything lor.,15
ham,Ok lor wat time ü finish?,25
ham,"Nope, I'm still in the market",29
ham,Wish u many many returns of the day.. Happy birthday vikky..,60
ham,Sorry da. I gone mad so many pending works what to do.,54
ham,X course it 2yrs. Just so her messages on messenger lik you r sending me,72
ham,"K, I might come by tonight then if my class lets out early",58
ham,Ok i shall talk to him,22
ham,Also maaaan are you missing out,31
ham,"I'm outside islands, head towards hard rock and you'll run into me",66
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,93
ham,Hey gals...U all wanna meet 4 dinner at nìte? ,46
ham,Congrats kano..whr s the treat maga?,36
ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",160
ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",88
ham,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,124
ham,Your brother is a genius,24
ham,She's good. How are you. Where r u working now,46
ham,Dhoni have luck to win some big title.so we will win:),54
ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,116
ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,175
ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",85
ham,We live in the next  &lt;#&gt; mins,35
ham,"Haha, that was the first person I was gonna ask",47
ham,I need details about that online job.,37
ham,I did. One slice and one breadstick. Lol,40
ham,Is xy going 4 e lunch?,22
ham,Bring tat cd don forget,23
ham,"Nah man, my car is meant to be crammed full of people",53
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",70
ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",146
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,192
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),95
ham,I am in hospital da. . I will return home in evening,52
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,69
ham,"I'm not sure, I was just checking out what was happening around the area",72
spam,Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,145
ham,Got it..mail panren paru..,26
ham,Ya but it cant display internal subs so i gotta extract them,60
ham,We are okay. Going to sleep now. Later,38
ham,Am okay. Will soon be over. All the best,40
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",157
ham,You will go to walmart. I.ll stay.,34
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!,35
ham,cool. We will have fun practicing making babies!,48
ham,Send me your resume:-),22
ham,He's just gonna worry for nothing. And he won't give you money its no use.,74
spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,144
ham,Yup song bro. No creative. Neva test quality. He said check review online.,74
ham,Anything lar...,15
ham,Every day i use to sleep after  &lt;#&gt;  so only.,51
ham,"alright, I'll make sure the car is back tonight",47
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),90
ham,Today my system sh get ready.all is well and i am also in the deep well,71
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,118
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",58
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,154
ham,But if she.s drinkin i'm ok.,28
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,69
ham,Am i that much dirty fellow?,28
ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",134
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",156
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,87
ham,"Nothing really, just making sure everybody's up to speed",56
ham,Ok...,5
ham,Mom wants to know where you at,30
ham,So what about you. What do you remember,39
ham,I gotta collect da car at 6 lei.,32
ham,"Probably gonna be here for a while, see you later tonight &lt;)",63
ham,Ok no prob... I'll come after lunch then...,43
ham,Dunno he jus say go lido. Same time 930.,40
ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,72
spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,111
ham,I'm job profile seems like bpo..,32
ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",204
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",155
ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,104
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",62
ham,I emailed yifeng my part oredi.. Can ü get it fr him..,54
ham,R u still working now?,22
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",157
ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/,120
